diam[nm],	phi	charge	MeanR[nm]	U(<r>)	U(r_FCC)	2pi/MeanR	Salt[然]	T[K]	Eps.	Lb[nm]	kappa[1/nm]	q_max[1/nm]	Sq_max	r_max[nm]	gr_max	S(0)	Contact_value	alpha	dr[diam]	U(rm)	r_dip[nm]	Nn	gr_dip	lambda	T~
61	0.0121901365420448	509.656883010926	  213.62883	 3.564E+00	 1.369E+00	   0.0294117	1e-3	293.16	36.7	 1.553859	 3.214E-02	 3.267E-02	 3.102E+00	 2.251E+02	 2.693E+00	 1.040E-02	 0.000E+00	 2.671E-01	0.0700422393442623	 2.333E+00	 3.1350E+02	 1.294E+01	 5.5857E-01	 6.867E+00	 2.805E-01
61	0.0121901365420448	566.642600143056	  213.62883	 3.198E+00	 1.173E+00	   0.0294117	1e-3	293.16	36.7	 1.553859	 3.389E-02	 3.270E-02	 3.068E+00	 2.247E+02	 2.698E+00	 1.109E-02	 0.000E+00	 2.542E-01	0.0700422393442623	 2.086E+00	 3.1275E+02	 1.289E+01	 5.6019E-01	 7.241E+00	 3.126E-01
61	0.0121901365420448	630	  213.62883	 2.825E+00	 9.880E-01	   0.0294117	1e-3	293.16	36.7	 1.553859	 3.574E-02	 3.274E-02	 3.007E+00	 2.243E+02	 2.690E+00	 1.200E-02	 0.000E+00	 2.422E-01	0.0700422393442623	 1.836E+00	 3.1211E+02	 1.283E+01	 5.6564E-01	 7.635E+00	 3.539E-01
61	0.0148599428913695	300	  199.98173	 4.711E+00	 2.152E+00	   0.0314188	1e-3	293.16	36.7	 1.553859	 2.726E-02	 3.470E-02	 2.919E+00	 2.099E+02	 2.523E+00	 9.272E-03	 0.000E+00	 3.565E-01	0.0655677803278689	 3.416E+00	 2.9677E+02	 1.329E+01	 5.9266E-01	 5.452E+00	 2.122E-01
61	0.0148599428913695	333.543577472439	  199.98173	 4.512E+00	 1.988E+00	   0.0314188	1e-3	293.16	36.7	 1.553859	 2.875E-02	 3.474E-02	 2.996E+00	 2.103E+02	 2.577E+00	 9.348E-03	 0.000E+00	 3.386E-01	0.0655677803278689	 3.181E+00	 2.9597E+02	 1.309E+01	 5.8016E-01	 5.749E+00	 2.215E-01
61	0.0148599428913695	370.837726910377	  199.98173	 4.268E+00	 1.809E+00	   0.0314188	1e-3	293.16	36.7	 1.553859	 3.031E-02	 3.478E-02	 3.053E+00	 2.103E+02	 2.622E+00	 9.529E-03	 0.000E+00	 3.217E-01	0.0655677803278689	 2.960E+00	 2.9517E+02	 1.305E+01	 5.7082E-01	 6.062E+00	 2.342E-01
61	0.0148599428913695	412.301806984782	  199.98173	 3.983E+00	 1.622E+00	   0.0314188	1e-3	293.16	36.7	 1.553859	 3.196E-02	 3.482E-02	 3.089E+00	 2.107E+02	 2.659E+00	 9.825E-03	 0.000E+00	 3.056E-01	0.0655677803278689	 2.676E+00	 2.9447E+02	 1.301E+01	 5.6394E-01	 6.392E+00	 2.510E-01
61	0.0148599428913695	458.402065666852	  199.98173	 3.667E+00	 1.431E+00	   0.0314188	1e-3	293.16	36.7	 1.553859	 3.370E-02	 3.486E-02	 3.099E+00	 2.107E+02	 2.684E+00	 1.025E-02	 0.000E+00	 2.905E-01	0.0655677803278689	 2.417E+00	 2.9367E+02	 1.296E+01	 5.6000E-01	 6.740E+00	 2.726E-01
61	0.0148599428913695	509.656883010926	  199.98173	 3.326E+00	 1.241E+00	   0.0314188	1e-3	293.16	36.7	 1.553859	 3.554E-02	 3.490E-02	 3.082E+00	 2.103E+02	 2.698E+00	 1.083E-02	 0.000E+00	 2.763E-01	0.0655677803278689	 2.185E+00	 2.9297E+02	 1.291E+01	 5.5931E-01	 7.107E+00	 3.005E-01
61	0.0148599428913695	566.642600143056	  199.98173	 2.972E+00	 1.057E+00	   0.0314188	1e-3	293.16	36.7	 1.553859	 3.747E-02	 3.493E-02	 3.039E+00	 2.103E+02	 2.698E+00	 1.160E-02	 0.000E+00	 2.630E-01	0.0655677803278689	 1.913E+00	 2.9237E+02	 1.286E+01	 5.6224E-01	 7.494E+00	 3.364E-01
61	0.0148599428913695	630	  199.98173	 2.613E+00	 8.846E-01	   0.0314188	1e-3	293.16	36.7	 1.553859	 3.951E-02	 3.501E-02	 2.970E+00	 2.095E+02	 2.686E+00	 1.259E-02	 0.000E+00	 2.506E-01	0.0655677803278689	 1.706E+00	 2.9187E+02	 1.265E+01	 5.6915E-01	 7.902E+00	 3.826E-01
61	0.0181144732852781	300	  187.20645	 4.508E+00	 2.011E+00	   0.0335629	1e-3	293.16	36.7	 1.553859	 3.015E-02	 3.711E-02	 2.946E+00	 1.969E+02	 2.546E+00	 9.465E-03	 0.000E+00	 3.686E-01	0.0613791639344262	 3.195E+00	 2.7743E+02	 1.327E+01	 5.8744E-01	 5.645E+00	 2.218E-01
61	0.0181144732852781	333.543577472439	  187.20645	 4.302E+00	 1.849E+00	   0.0335629	1e-3	293.16	36.7	 1.553859	 3.179E-02	 3.716E-02	 3.017E+00	 1.969E+02	 2.598E+00	 9.568E-03	 0.000E+00	 3.500E-01	0.0613791639344262	 3.001E+00	 2.7659E+02	 1.306E+01	 5.7610E-01	 5.952E+00	 2.324E-01
61	0.0181144732852781	370.837726910377	  187.20645	 4.055E+00	 1.675E+00	   0.0335629	1e-3	293.16	36.7	 1.553859	 3.352E-02	 3.720E-02	 3.067E+00	 1.973E+02	 2.641E+00	 9.780E-03	 0.000E+00	 3.325E-01	0.0613791639344262	 2.741E+00	 2.7584E+02	 1.302E+01	 5.6749E-01	 6.276E+00	 2.466E-01
61	0.0181144732852781	412.301806984782	  187.20645	 3.771E+00	 1.493E+00	   0.0335629	1e-3	293.16	36.7	 1.553859	 3.535E-02	 3.724E-02	 3.095E+00	 1.973E+02	 2.675E+00	 1.011E-02	 0.000E+00	 3.158E-01	0.0613791639344262	 2.502E+00	 2.7519E+02	 1.297E+01	 5.6143E-01	 6.618E+00	 2.651E-01
61	0.0181144732852781	458.402065666852	  187.20645	 3.458E+00	 1.310E+00	   0.0335629	1e-3	293.16	36.7	 1.553859	 3.727E-02	 3.728E-02	 3.097E+00	 1.969E+02	 2.697E+00	 1.058E-02	 0.000E+00	 3.002E-01	0.0613791639344262	 2.287E+00	 2.7444E+02	 1.292E+01	 5.5846E-01	 6.978E+00	 2.891E-01
61	0.0181144732852781	509.656883010926	  187.20645	 3.125E+00	 1.131E+00	   0.0335629	1e-3	293.16	36.7	 1.553859	 3.930E-02	 3.732E-02	 3.072E+00	 1.969E+02	 2.708E+00	 1.121E-02	 0.000E+00	 2.856E-01	0.0613791639344262	 2.026E+00	 2.7388E+02	 1.288E+01	 5.5888E-01	 7.358E+00	 3.199E-01
61	0.0181144732852781	566.642600143056	  187.20645	 2.782E+00	 9.584E-01	   0.0335629	1e-3	293.16	36.7	 1.553859	 4.144E-02	 3.736E-02	 3.021E+00	 1.965E+02	 2.705E+00	 1.204E-02	 0.000E+00	 2.719E-01	0.0613791639344262	 1.797E+00	 2.7332E+02	 1.268E+01	 5.6295E-01	 7.758E+00	 3.594E-01
61	0.0181144732852781	630	  187.20645	 2.436E+00	 7.972E-01	   0.0335629	1e-3	293.16	36.7	 1.553859	 4.369E-02	 3.740E-02	 2.945E+00	 1.961E+02	 2.689E+00	 1.309E-02	 0.000E+00	 2.592E-01	0.0613791639344262	 1.570E+00	 2.7285E+02	 1.262E+01	 5.7153E-01	 8.180E+00	 4.103E-01
61	0.0220817902734762	300	  175.24728	 4.335E+00	 1.887E+00	   0.0358533	1e-3	293.16	36.7	 1.553859	 3.336E-02	 3.969E-02	 2.981E+00	 1.843E+02	 2.574E+00	 9.609E-03	 0.000E+00	 3.807E-01	0.0574581245901639	 3.040E+00	 2.5919E+02	 1.308E+01	 5.8130E-01	 5.846E+00	 2.306E-01
61	0.0220817902734762	333.543577472439	  175.24728	 4.125E+00	 1.727E+00	   0.0358533	1e-3	293.16	36.7	 1.553859	 3.517E-02	 3.973E-02	 3.046E+00	 1.843E+02	 2.624E+00	 9.735E-03	 0.000E+00	 3.616E-01	0.0574581245901639	 2.846E+00	 2.5848E+02	 1.303E+01	 5.7094E-01	 6.164E+00	 2.423E-01
61	0.0220817902734762	370.837726910377	  175.24728	 3.876E+00	 1.558E+00	   0.0358533	1e-3	293.16	36.7	 1.553859	 3.709E-02	 3.978E-02	 3.090E+00	 1.847E+02	 2.666E+00	 9.970E-03	 0.000E+00	 3.432E-01	0.0574581245901639	 2.589E+00	 2.5778E+02	 1.299E+01	 5.6287E-01	 6.500E+00	 2.579E-01
61	0.0220817902734762	412.301806984782	  175.24728	 3.594E+00	 1.383E+00	   0.0358533	1e-3	293.16	36.7	 1.553859	 3.911E-02	 3.982E-02	 3.111E+00	 1.847E+02	 2.697E+00	 1.033E-02	 0.000E+00	 3.261E-01	0.0574581245901639	 2.355E+00	 2.5717E+02	 1.294E+01	 5.5766E-01	 6.854E+00	 2.782E-01
61	0.0220817902734762	458.402065666852	  175.24728	 3.286E+00	 1.208E+00	   0.0358533	1e-3	293.16	36.7	 1.553859	 4.123E-02	 3.987E-02	 3.105E+00	 1.843E+02	 2.717E+00	 1.083E-02	 0.000E+00	 3.099E-01	0.0574581245901639	 2.145E+00	 2.5656E+02	 1.290E+01	 5.5553E-01	 7.227E+00	 3.042E-01
61	0.0220817902734762	509.656883010926	  175.24728	 2.961E+00	 1.037E+00	   0.0358533	1e-3	293.16	36.7	 1.553859	 4.348E-02	 3.991E-02	 3.073E+00	 1.843E+02	 2.725E+00	 1.151E-02	 0.000E+00	 2.949E-01	0.0574581245901639	 1.893E+00	 2.5594E+02	 1.284E+01	 5.5690E-01	 7.620E+00	 3.376E-01
61	0.0220817902734762	566.642600143056	  175.24728	 2.627E+00	 8.751E-01	   0.0358533	1e-3	293.16	36.7	 1.553859	 4.585E-02	 3.995E-02	 3.015E+00	 1.840E+02	 2.719E+00	 1.238E-02	 0.000E+00	 2.808E-01	0.0574581245901639	 1.674E+00	 2.5551E+02	 1.265E+01	 5.6254E-01	 8.035E+00	 3.805E-01
61	0.0220817902734762	630	  175.24728	 2.294E+00	 7.243E-01	   0.0358533	1e-3	293.16	36.7	 1.553859	 4.834E-02	 4.000E-02	 2.934E+00	 1.836E+02	 2.700E+00	 1.349E-02	 0.000E+00	 2.678E-01	0.0574581245901639	 1.457E+00	 2.5507E+02	 1.259E+01	 5.7206E-01	 8.472E+00	 4.358E-01
61	0.0269180038526471	300	  164.05209	 4.196E+00	 1.780E+00	   0.0382999	1e-3	293.16	36.7	 1.553859	 3.692E-02	 4.240E-02	 3.025E+00	 1.725E+02	 2.608E+00	 9.690E-03	 0.000E+00	 3.929E-01	0.0537875704918033	 2.910E+00	 2.4222E+02	 1.305E+01	 5.7427E-01	 6.057E+00	 2.383E-01
61	0.0269180038526471	333.543577472439	  164.05209	 3.983E+00	 1.623E+00	   0.0382999	1e-3	293.16	36.7	 1.553859	 3.893E-02	 4.245E-02	 3.086E+00	 1.729E+02	 2.657E+00	 9.832E-03	 0.000E+00	 3.729E-01	0.0537875704918033	 2.676E+00	 2.4156E+02	 1.301E+01	 5.6427E-01	 6.387E+00	 2.510E-01
61	0.0269180038526471	370.837726910377	  164.05209	 3.734E+00	 1.458E+00	   0.0382999	1e-3	293.16	36.7	 1.553859	 4.105E-02	 4.249E-02	 3.125E+00	 1.729E+02	 2.697E+00	 1.008E-02	 0.000E+00	 3.541E-01	0.0537875704918033	 2.462E+00	 2.4091E+02	 1.296E+01	 5.5678E-01	 6.735E+00	 2.677E-01
61	0.0269180038526471	412.301806984782	  164.05209	 3.454E+00	 1.289E+00	   0.0382999	1e-3	293.16	36.7	 1.553859	 4.328E-02	 4.254E-02	 3.139E+00	 1.729E+02	 2.727E+00	 1.047E-02	 0.000E+00	 3.364E-01	0.0537875704918033	 2.233E+00	 2.4025E+02	 1.291E+01	 5.5218E-01	 7.101E+00	 2.894E-01
61	0.0269180038526471	458.402065666852	  164.05209	 3.151E+00	 1.122E+00	   0.0382999	1e-3	293.16	36.7	 1.553859	 4.564E-02	 4.259E-02	 3.127E+00	 1.725E+02	 2.745E+00	 1.100E-02	 0.000E+00	 3.198E-01	0.0537875704918033	 2.029E+00	 2.3968E+02	 1.286E+01	 5.5079E-01	 7.488E+00	 3.173E-01
61	0.0269180038526471	509.656883010926	  164.05209	 2.833E+00	 9.598E-01	   0.0382999	1e-3	293.16	36.7	 1.553859	 4.812E-02	 4.263E-02	 3.089E+00	 1.725E+02	 2.751E+00	 1.170E-02	 0.000E+00	 3.043E-01	0.0537875704918033	 1.786E+00	 2.3918E+02	 1.267E+01	 5.5350E-01	 7.895E+00	 3.529E-01
61	0.0269180038526471	566.642600143056	  164.05209	 2.508E+00	 8.063E-01	   0.0382999	1e-3	293.16	36.7	 1.553859	 5.074E-02	 4.268E-02	 3.025E+00	 1.722E+02	 2.743E+00	 1.261E-02	 0.000E+00	 2.897E-01	0.0537875704918033	 1.575E+00	 2.3877E+02	 1.262E+01	 5.6005E-01	 8.325E+00	 3.985E-01
61	0.0269180038526471	630	  164.05209	 2.186E+00	 6.647E-01	   0.0382999	1e-3	293.16	36.7	 1.553859	 5.351E-02	 4.277E-02	 2.939E+00	 1.715E+02	 2.721E+00	 1.375E-02	 0.000E+00	 2.764E-01	0.0537875704918033	 1.395E+00	 2.3844E+02	 1.256E+01	 5.7030E-01	 8.778E+00	 4.574E-01
61	0.0328134142403055	300	  153.57207	 4.092E+00	 1.689E+00	   0.0409136	1e-3	293.16	36.7	 1.553859	 4.089E-02	 4.534E-02	 3.083E+00	 1.618E+02	 2.649E+00	 9.693E-03	 0.000E+00	 4.048E-01	0.0503514983606557	 2.766E+00	 2.2628E+02	 1.302E+01	 5.6554E-01	 6.280E+00	 2.443E-01
61	0.0328134142403055	333.543577472439	  153.57207	 3.879E+00	 1.535E+00	   0.0409136	1e-3	293.16	36.7	 1.553859	 4.311E-02	 4.539E-02	 3.141E+00	 1.618E+02	 2.699E+00	 9.845E-03	 0.000E+00	 3.842E-01	0.0503514983606557	 2.573E+00	 2.2567E+02	 1.298E+01	 5.5581E-01	 6.621E+00	 2.577E-01
61	0.0328134142403055	370.837726910377	  153.57207	 3.630E+00	 1.375E+00	   0.0409136	1e-3	293.16	36.7	 1.553859	 4.546E-02	 4.544E-02	 3.175E+00	 1.618E+02	 2.738E+00	 1.011E-02	 0.000E+00	 3.648E-01	0.0503514983606557	 2.362E+00	 2.2505E+02	 1.293E+01	 5.4869E-01	 6.982E+00	 2.754E-01
61	0.0328134142403055	412.301806984782	  153.57207	 3.353E+00	 1.212E+00	   0.0409136	1e-3	293.16	36.7	 1.553859	 4.793E-02	 4.549E-02	 3.184E+00	 1.618E+02	 2.767E+00	 1.051E-02	 0.000E+00	 3.465E-01	0.0503514983606557	 2.138E+00	 2.2452E+02	 1.288E+01	 5.4458E-01	 7.362E+00	 2.981E-01
61	0.0328134142403055	458.402065666852	  153.57207	 3.055E+00	 1.052E+00	   0.0409136	1e-3	293.16	36.7	 1.553859	 5.054E-02	 4.554E-02	 3.166E+00	 1.618E+02	 2.784E+00	 1.105E-02	 0.000E+00	 3.295E-01	0.0503514983606557	 1.906E+00	 2.2398E+02	 1.269E+01	 5.4420E-01	 7.762E+00	 3.272E-01
61	0.0328134142403055	509.656883010926	  153.57207	 2.743E+00	 8.970E-01	   0.0409136	1e-3	293.16	36.7	 1.553859	 5.330E-02	 4.559E-02	 3.122E+00	 1.615E+02	 2.787E+00	 1.177E-02	 0.000E+00	 3.136E-01	0.0503514983606557	 1.703E+00	 2.2352E+02	 1.264E+01	 5.4784E-01	 8.185E+00	 3.644E-01
61	0.0328134142403055	566.642600143056	  153.57207	 2.426E+00	 7.512E-01	   0.0409136	1e-3	293.16	36.7	 1.553859	 5.620E-02	 4.564E-02	 3.053E+00	 1.612E+02	 2.778E+00	 1.269E-02	 0.000E+00	 2.986E-01	0.0503514983606557	 1.500E+00	 2.2314E+02	 1.259E+01	 5.5501E-01	 8.630E+00	 4.121E-01
61	0.0328134142403055	630	  153.57207	 2.112E+00	 6.173E-01	   0.0409136	1e-3	293.16	36.7	 1.553859	 5.925E-02	 4.569E-02	 2.962E+00	 1.606E+02	 2.754E+00	 1.384E-02	 0.000E+00	 2.849E-01	0.0503514983606557	 1.328E+00	 2.2290E+02	 1.254E+01	 5.6583E-01	 9.100E+00	 4.734E-01
61	0.04	300	  143.76154	 4.028E+00	 1.616E+00	   0.0437056	1e-3	293.16	36.7	 1.553859	 4.531E-02	 4.844E-02	 3.157E+00	 1.515E+02	 2.701E+00	 9.604E-03	 0.000E+00	 4.166E-01	0.047134931147541	 2.688E+00	 2.1140E+02	 1.299E+01	 5.5468E-01	 6.515E+00	 2.482E-01
61	0.04	333.543577472439	  143.76154	 3.815E+00	 1.465E+00	   0.0437056	1e-3	293.16	36.7	 1.553859	 4.778E-02	 4.849E-02	 3.213E+00	 1.518E+02	 2.750E+00	 9.759E-03	 0.000E+00	 3.952E-01	0.047134931147541	 2.459E+00	 2.1075E+02	 1.295E+01	 5.4502E-01	 6.869E+00	 2.620E-01
61	0.04	370.837726910377	  143.76154	 3.569E+00	 1.309E+00	   0.0437056	1e-3	293.16	36.7	 1.553859	 5.038E-02	 4.854E-02	 3.244E+00	 1.518E+02	 2.790E+00	 1.002E-02	 0.000E+00	 3.752E-01	0.047134931147541	 2.252E+00	 2.1025E+02	 1.290E+01	 5.3812E-01	 7.243E+00	 2.801E-01
61	0.04	412.301806984782	  143.76154	 3.295E+00	 1.152E+00	   0.0437056	1e-3	293.16	36.7	 1.553859	 5.312E-02	 4.860E-02	 3.249E+00	 1.518E+02	 2.818E+00	 1.042E-02	 0.000E+00	 3.563E-01	0.047134931147541	 2.034E+00	 2.0967E+02	 1.271E+01	 5.3463E-01	 7.637E+00	 3.034E-01
61	0.04	458.402065666852	  143.76154	 3.001E+00	 9.972E-01	   0.0437056	1e-3	293.16	36.7	 1.553859	 5.601E-02	 4.865E-02	 3.227E+00	 1.515E+02	 2.835E+00	 1.097E-02	 0.000E+00	 3.388E-01	0.047134931147541	 1.843E+00	 2.0924E+02	 1.267E+01	 5.3511E-01	 8.053E+00	 3.332E-01
61	0.04	509.656883010926	  143.76154	 2.694E+00	 8.485E-01	   0.0437056	1e-3	293.16	36.7	 1.553859	 5.906E-02	 4.870E-02	 3.178E+00	 1.512E+02	 2.837E+00	 1.168E-02	 0.000E+00	 3.226E-01	0.047134931147541	 1.646E+00	 2.0881E+02	 1.262E+01	 5.3919E-01	 8.491E+00	 3.711E-01
61	0.04	566.642600143056	  143.76154	 2.382E+00	 7.091E-01	   0.0437056	1e-3	293.16	36.7	 1.553859	 6.228E-02	 4.881E-02	 3.104E+00	 1.509E+02	 2.826E+00	 1.259E-02	 0.000E+00	 3.074E-01	0.047134931147541	 1.450E+00	 2.0852E+02	 1.257E+01	 5.4684E-01	 8.953E+00	 4.196E-01
61	0.04	630	  143.76154	 2.074E+00	 5.815E-01	   0.0437056	1e-3	293.16	36.7	 1.553859	 6.567E-02	 4.887E-02	 3.009E+00	 1.506E+02	 2.801E+00	 1.373E-02	 0.000E+00	 2.932E-01	0.047134931147541	 1.258E+00	 2.0823E+02	 1.251E+01	 5.5802E-01	 9.441E+00	 4.820E-01
60	1e-5	200
60	1e-5	285.418299448364
60	1e-5	407.318028299979
60	1e-5	581.280094860202
60	1e-5	829.539880890912
60	1e-5	1183.82931064241
60	1e-5	1689.43274340343
60	1e-5	2410.97510327295
60	1e-5	3440.68206994254
60	1e-5	4910.16812672738
60	1e-5	7007.25918368044
60	1e-5	9999.99999999999
60	2.55276609552372e-005	200
60	2.55276609552372e-005	285.418299448364
60	2.55276609552372e-005	407.318028299979
60	2.55276609552372e-005	581.280094860202
60	2.55276609552372e-005	829.539880890912
60	2.55276609552372e-005	1183.82931064241
60	2.55276609552372e-005	1689.43274340343
60	2.55276609552372e-005	2410.97510327295	 1642.40572	 4.270E-08	 1.624E-09	   0.0038256	10	293.16	36.7	 1.553859	 1.567E-02	 8.728E-03	 1.020E+00	 8.901E+02	 1.028E+00	 7.612E-01	 0.000E+00	 2.375E-02	0.547468573333333	 1.043E-02	 1.4108E+03	 2.333E+00	 9.9942E-01	 2.575E+01	 2.341E+07
60	2.55276609552372e-005	3440.68206994254	 1642.40572	 6.883E-08	 2.543E-09	   0.0038256	10	293.16	36.7	 1.553859	 1.582E-02	 8.303E-03	 1.024E+00	 9.164E+02	 1.037E+00	 7.276E-01	 0.000E+00	 2.281E-02	0.547468573333333	 1.201E-02	 1.4551E+03	 2.614E+00	 9.9904E-01	 2.598E+01	 1.452E+07
60	2.55276609552372e-005	4910.16812672738	 1642.40572	 1.007E-07	 3.575E-09	   0.0038256	10	293.16	36.7	 1.553859	 1.602E-02	 7.948E-03	 1.029E+00	 9.394E+02	 1.047E+00	 6.952E-01	 0.000E+00	 2.182E-02	0.547468573333333	 1.375E-02	 1.4970E+03	 2.812E+00	 9.9855E-01	 2.632E+01	 9.922E+06
60	2.55276609552372e-005	7007.25918368044	 1642.40572	 1.290E-07	 4.323E-09	   0.0038256	10	293.16	36.7	 1.553859	 1.631E-02	 7.663E-03	 1.034E+00	 9.591E+02	 1.057E+00	 6.657E-01	 0.000E+00	 2.092E-02	0.547468573333333	 1.529E-02	 1.5348E+03	 3.011E+00	 9.9794E-01	 2.679E+01	 7.747E+06
60	2.55276609552372e-005	9999.99999999999	 1642.40572	 1.374E-07	 4.249E-09	   0.0038256	10	293.16	36.7	 1.553859	 1.671E-02	 7.448E-03	 1.038E+00	 9.755E+02	 1.067E+00	 6.415E-01	 0.000E+00	 2.014E-02	0.547468573333333	 1.599E-02	 1.5643E+03	 3.197E+00	 9.9730E-01	 2.744E+01	 7.272E+06
60	6.51661473845543e-005	200	 1201.73887	 5.529E-07	 5.100E-08	   0.0052284	10	293.16	36.7	 1.553859	 1.540E-02	 1.485E-02	 1.006E+00	 6.657E+02	 1.002E+00	 8.648E-01	 0.000E+00	 3.862E-02	0.400579623333333	 3.855E-03	 1.0803E+03	 2.816E+00	 9.9999E-01	 1.851E+01	 1.808E+06
60	6.51661473845543e-005	285.418299448364	 1201.73887	 1.085E-06	 9.965E-08	   0.0052284	10	293.16	36.7	 1.553859	 1.544E-02	 1.352E-02	 1.010E+00	 6.729E+02	 1.005E+00	 8.265E-01	 0.000E+00	 4.437E-02	0.400579623333333	 6.810E-03	 1.0737E+03	 2.749E+00	 9.9996E-01	 1.855E+01	 9.214E+05
60	6.51661473845543e-005	407.318028299979	 1201.73887	 2.097E-06	 1.913E-07	   0.0052284	10	293.16	36.7	 1.553859	 1.548E-02	 1.242E-02	 1.014E+00	 6.897E+02	 1.012E+00	 7.831E-01	 0.000E+00	 4.320E-02	0.400579623333333	 1.013E-02	 1.0917E+03	 2.882E+00	 9.9986E-01	 1.860E+01	 4.767E+05
60	6.51661473845543e-005	581.280094860202	 1201.73887	 3.964E-06	 3.583E-07	   0.0052284	10	293.16	36.7	 1.553859	 1.554E-02	 1.150E-02	 1.019E+00	 7.138E+02	 1.021E+00	 7.354E-01	 0.000E+00	 4.025E-02	0.400579623333333	 1.315E-02	 1.1218E+03	 3.072E+00	 9.9960E-01	 1.868E+01	 2.522E+05
60	6.51661473845543e-005	829.539880890912	 1201.73887	 7.262E-06	 6.477E-07	   0.0052284	10	293.16	36.7	 1.553859	 1.563E-02	 1.072E-02	 1.026E+00	 7.354E+02	 1.033E+00	 6.849E-01	 0.000E+00	 3.718E-02	0.400579623333333	 1.741E-02	 1.1572E+03	 3.411E+00	 9.9910E-01	 1.879E+01	 1.376E+05
60	6.51661473845543e-005	1183.82931064241	 1201.73887	 1.272E-05	 1.114E-06	   0.0052284	10	293.16	36.7	 1.553859	 1.576E-02	 1.008E-02	 1.034E+00	 7.594E+02	 1.047E+00	 6.334E-01	 0.000E+00	 3.448E-02	0.400579623333333	 2.147E-02	 1.1963E+03	 3.676E+00	 9.9825E-01	 1.894E+01	 7.856E+04
60	6.51661473845543e-005	1689.43274340343	 1201.73887	 2.096E-05	 1.787E-06	   0.0052284	10	293.16	36.7	 1.553859	 1.594E-02	 9.554E-03	 1.043E+00	 7.835E+02	 1.065E+00	 5.830E-01	 0.000E+00	 3.223E-02	0.400579623333333	 2.530E-02	 1.2347E+03	 4.085E+00	 9.9695E-01	 1.916E+01	 4.769E+04
60	6.51661473845543e-005	2410.97510327295	 1201.73887	 3.167E-05	 2.602E-06	   0.0052284	10	293.16	36.7	 1.553859	 1.619E-02	 9.126E-03	 1.053E+00	 8.051E+02	 1.085E+00	 5.362E-01	 0.000E+00	 3.039E-02	0.400579623333333	 2.912E-02	 1.2714E+03	 4.385E+00	 9.9517E-01	 1.946E+01	 3.156E+04
60	6.51661473845543e-005	3440.68206994254	 1201.73887	 4.246E-05	 3.311E-06	   0.0052284	10	293.16	36.7	 1.553859	 1.655E-02	 8.788E-03	 1.063E+00	 8.219E+02	 1.105E+00	 4.958E-01	 0.000E+00	 2.888E-02	0.400579623333333	 3.331E-02	 1.3032E+03	 4.820E+00	 9.9304E-01	 1.988E+01	 2.354E+04
60	6.51661473845543e-005	4910.16812672738	 1201.73887	 4.834E-05	 3.507E-06	   0.0052284	10	293.16	36.7	 1.553859	 1.704E-02	 8.545E-03	 1.072E+00	 8.364E+02	 1.125E+00	 4.644E-01	 0.000E+00	 2.764E-02	0.400579623333333	 3.514E-02	 1.3285E+03	 5.101E+00	 9.9084E-01	 2.048E+01	 2.068E+04
60	6.51661473845543e-005	7007.25918368044	 1201.73887	 4.416E-05	 2.899E-06	   0.0052284	10	293.16	36.7	 1.553859	 1.772E-02	 8.405E-03	 1.079E+00	 8.436E+02	 1.140E+00	 4.445E-01	 0.000E+00	 2.661E-02	0.400579623333333	 3.589E-02	 1.3441E+03	 5.189E+00	 9.8899E-01	 2.129E+01	 2.264E+04
60	6.51661473845543e-005	9999.99999999999	 1201.73887	 3.015E-05	 1.727E-06	   0.0052284	10	293.16	36.7	 1.553859	 1.864E-02	 8.367E-03	 1.082E+00	 8.412E+02	 1.149E+00	 4.386E-01	 0.000E+00	 2.575E-02	0.400579623333333	 3.580E-02	 1.3465E+03	 5.351E+00	 9.8805E-01	 2.240E+01	 3.316E+04
60	0.000166353931619192	200	  879.30546	 9.855E-05	 1.650E-05	   0.0071456	10	293.16	36.7	 1.553859	 1.552E-02	 1.510E-02	 1.018E+00	 5.768E+02	 1.014E+00	 7.016E-01	 0.000E+00	 6.624E-02	0.400579623333333	 1.644E-02	 9.1392E+02	 4.403E+00	 9.9978E-01	 1.364E+01	 1.014E+04
60	0.000166353931619192	285.418299448364	  879.30546	 1.875E-04	 3.113E-05	   0.0071456	10	293.16	36.7	 1.553859	 1.560E-02	 1.382E-02	 1.027E+00	 5.944E+02	 1.028E+00	 6.319E-01	 0.000E+00	 6.169E-02	0.29310182	 2.363E-02	 9.3162E+02	 4.484E+00	 9.9923E-01	 1.371E+01	 5.331E+03
60	0.000166353931619192	407.318028299979	  879.30546	 3.469E-04	 5.691E-05	   0.0071456	10	293.16	36.7	 1.553859	 1.571E-02	 1.278E-02	 1.039E+00	 6.137E+02	 1.048E+00	 5.600E-01	 0.000E+00	 5.579E-02	0.29310182	 3.226E-02	 9.5844E+02	 4.917E+00	 9.9796E-01	 1.381E+01	 2.882E+03
60	0.000166353931619192	581.280094860202	  879.30546	 6.166E-04	 9.945E-05	   0.0071456	10	293.16	36.7	 1.553859	 1.587E-02	 1.195E-02	 1.054E+00	 6.348E+02	 1.074E+00	 4.895E-01	 0.000E+00	 5.123E-02	0.29310182	 4.135E-02	 9.8921E+02	 5.426E+00	 9.9556E-01	 1.395E+01	 1.621E+03
